data,layers,hidden,heads,time
com-DBLP,3,64,1,5.4301
com-DBLP,3,64,2,7.5841
com-DBLP,3,64,4,9.2511
com-DBLP,3,128,1,6.6627
com-DBLP,3,128,2,9.2743
com-DBLP,3,128,4,12.0205
com-DBLP,6,64,1,8.4582
com-DBLP,6,64,2,10.5998
com-DBLP,6,64,4,12.2749
com-DBLP,6,128,1,11.5264
com-DBLP,6,128,2,14.1509
com-DBLP,6,128,4,16.8891
