data,layers,hidden,heads,time
blog,3,64,1,2.482
blog,3,64,2,3.5329
blog,3,128,1,3.2929
blog,3,128,2,5.1774
blog,6,64,1,4.3459
blog,6,64,2,6.5944
blog,6,128,1,6.3454
blog,6,128,2,10.6778
blog,3,256,1,4.9081
blog,3,256,2,8.4532
blog,6,256,1,10.4127
blog,6,256,2,19.0251
