data,layers,hidden,heads,time
dd,3,64,1,5.138
dd,3,64,2,7.1859
dd,3,64,4,8.5412
dd,3,128,1,6.2309
dd,3,128,2,8.6998
dd,3,128,4,10.9945
dd,6,64,1,7.755
dd,6,64,2,9.6517
dd,6,64,4,11.0535
dd,6,128,1,10.4456
dd,6,128,2,12.8349
dd,6,128,4,15.1961
