data,layers,hidden,heads,time
amazon,3,64,1,14.0355
amazon,3,64,2,39.7139
amazon,3,64,4,46.3223
amazon,3,128,1,19.3337
amazon,3,128,2,47.4355
amazon,3,128,4,60.0091
amazon,6,64,1,24.2327
amazon,6,64,2,49.8733
amazon,6,64,4,56.7254
amazon,6,128,1,37.9506
amazon,6,128,2,66.1875
amazon,6,128,4,78.5506
