data,layers,hidden,heads,time
dd,3,64,1,7.381
dd,3,64,2,27.1082
dd,3,64,4,29.5019
dd,3,128,1,9.4112
dd,3,128,2,29.9597
dd,3,128,4,34.5395
dd,6,64,1,11.1564
dd,6,64,2,30.8712
dd,6,64,4,33.3028
dd,6,128,1,16.5465
dd,6,128,2,37.1609
dd,6,128,4,41.8932
