data,layers,hidden,heads,time
comamazon,3,64,1,7.0738
comamazon,3,64,2,9.3324
comamazon,3,64,4,11.3155
comamazon,3,128,1,9.0885
comamazon,3,128,2,11.9631
comamazon,3,128,4,16.4258
comamazon,6,64,1,11.5198
comamazon,6,64,2,14.1752
comamazon,6,64,4,15.9821
comamazon,6,128,1,16.7718
comamazon,6,128,2,19.4441
comamazon,6,128,4,24.0141
