data,layers,hidden,heads,time
GitHub,3,64,1,2.288
GitHub,3,64,2,2.6713
GitHub,3,64,4,2.773
GitHub,3,128,1,2.4086
GitHub,3,128,2,2.6185
GitHub,3,128,4,3.0645
GitHub,6,64,1,4.7118
GitHub,6,64,2,4.771
GitHub,6,64,4,4.1677
GitHub,6,128,1,4.4928
GitHub,6,128,2,4.4438
GitHub,6,128,4,5.0123
