data,layers,hidden,heads,time
dd,3,64,1,6.1368
dd,3,64,2,12.0764
dd,3,64,4,14.1526
dd,3,128,1,7.6887
dd,3,128,2,14.4451
dd,3,128,4,17.9494
dd,6,64,1,9.3954
dd,6,64,2,15.2249
dd,6,64,4,17.3399
dd,6,128,1,13.3477
dd,6,128,2,20.134
dd,6,128,4,23.491
