data,layers,hidden,heads,time
artist,3,64,1,4.3326
artist,3,64,2,4.6368
artist,3,64,4,5.1094
artist,3,128,1,4.5592
artist,3,128,2,5.3875
artist,3,128,4,6.5654
artist,6,64,1,8.7292
artist,6,64,2,8.89
artist,6,64,4,8.9505
artist,6,128,1,8.7081
artist,6,128,2,9.5377
artist,6,128,4,10.4181
