data,layers,hidden,heads,time
yeast,3,64,1,30.7305
yeast,3,64,2,36.9404
yeast,3,128,1,35.7539
yeast,3,128,2,47.2119
yeast,6,64,1,40.1348
yeast,6,64,2,54.1739
yeast,6,128,1,52.9914
yeast,6,128,2,80.2356
yeast,3,256,1,46.1546
yeast,3,256,2,69.0866
yeast,6,256,1,79.0643
yeast,6,256,2,136.4176
