data,layers,hidden,heads,time
comamazon,3,64,1,6.7948
comamazon,3,64,2,8.45
comamazon,3,64,4,10.678
comamazon,3,128,1,8.4941
comamazon,3,128,2,10.9848
comamazon,3,128,4,14.7489
comamazon,6,64,1,10.8389
comamazon,6,64,2,12.5807
comamazon,6,64,4,14.8057
comamazon,6,128,1,15.3075
comamazon,6,128,2,17.8613
comamazon,6,128,4,21.6445
