data,layers,hidden,heads,time
com-DBLP,3,64,1,5.1233
com-DBLP,3,64,2,6.6895
com-DBLP,3,128,1,6.3284
com-DBLP,3,128,2,9.1506
com-DBLP,6,64,1,7.7032
com-DBLP,6,64,2,11.096
com-DBLP,6,128,1,10.742
com-DBLP,6,128,2,17.4123
com-DBLP,3,256,1,8.8685
com-DBLP,3,256,2,14.5488
com-DBLP,6,256,1,17.1142
com-DBLP,6,256,2,31.2919
