data,layers,hidden,heads,time
GitHub,3,64,1,1.9251
GitHub,3,64,2,2.4323
GitHub,3,128,1,1.9868
GitHub,3,128,2,2.462
GitHub,6,64,1,3.5188
GitHub,6,64,2,3.8631
GitHub,6,128,1,3.576
GitHub,6,128,2,4.0027
GitHub,3,256,1,2.0936
GitHub,3,256,2,2.6524
GitHub,6,256,1,3.6782
GitHub,6,256,2,5.6609
