data,layers,hidden,heads,time
dd,3,64,1,5.7934
dd,3,64,2,7.1798
dd,3,64,4,8.8468
dd,3,128,1,7.1844
dd,3,128,2,9.0578
dd,3,128,4,11.9398
dd,6,64,1,8.8216
dd,6,64,2,10.1998
dd,6,64,4,11.9572
dd,6,128,1,12.4189
dd,6,128,2,14.2695
dd,6,128,4,17.2193
