data,layers,hidden,heads,time
artist,3,64,1,2.8764
artist,3,64,2,5.7591
artist,3,64,4,6.9174
artist,3,128,1,3.2131
artist,3,128,2,6.9715
artist,3,128,4,8.9323
artist,6,64,1,4.8067
artist,6,64,2,7.9188
artist,6,64,4,9.0933
artist,6,128,1,6.6696
artist,6,128,2,10.4247
artist,6,128,4,12.3984
