data,layers,hidden,heads,time
com-DBLP,3,64,1,8.0447
com-DBLP,3,64,2,10.5111
com-DBLP,3,64,4,12.9455
com-DBLP,3,128,1,10.0792
com-DBLP,3,128,2,13.6715
com-DBLP,3,128,4,19.8497
com-DBLP,6,64,1,12.6848
com-DBLP,6,64,2,15.7017
com-DBLP,6,64,4,17.838
com-DBLP,6,128,1,18.5412
com-DBLP,6,128,2,22.0971
com-DBLP,6,128,4,28.301
