data,layers,hidden,heads,time
dd,3,64,1,7.9066
dd,3,64,2,10.2798
dd,3,64,4,12.4643
dd,3,128,1,9.8463
dd,3,128,2,13.3573
dd,3,128,4,19.1733
dd,6,64,1,11.9304
dd,6,64,2,15.2023
dd,6,64,4,17.0892
dd,6,128,1,17.5862
dd,6,128,2,21.1575
dd,6,128,4,27.0047
