soc-Epinions1,3-64,2.449
soc-Epinions1,3-64,2.4481
soc-Epinions1,3-64,5.3856
soc-Epinions1,3-64,5.3797
soc-Epinions1,3-64,5.429
soc-Epinions1,3-64,2.5999
soc-Epinions1,3-64,2.3748
soc-Epinions1,3-64,2.4646
soc-Epinions1,3-64,2.901
soc-Epinions1,3-64,2.4843
soc-Epinions1,3-64,2.8308
soc-Epinions1,3-64,2.79
soc-Epinions1,3-64,4.1566
soc-Epinions1,3-64,4.1668
