data,layers,hidden,heads,time
amazon0505,3,64,1,11.2409
amazon0505,3,64,2,13.5923
amazon0505,3,64,4,17.099
amazon0505,3,128,1,13.7811
amazon0505,3,128,2,17.7051
amazon0505,3,128,4,24.4619
amazon0505,6,64,1,18.4238
amazon0505,6,64,2,20.8983
amazon0505,6,64,4,24.327
amazon0505,6,128,1,25.2412
amazon0505,6,128,2,29.0779
amazon0505,6,128,4,35.8631
