data,layers,hidden,heads,time
amazon0505,3,64,1,7.1277
amazon0505,3,64,2,9.4869
amazon0505,3,128,1,8.9735
amazon0505,3,128,2,13.232
amazon0505,6,64,1,10.9752
amazon0505,6,64,2,16.0364
amazon0505,6,128,1,15.5191
amazon0505,6,128,2,25.6828
amazon0505,3,256,1,12.7763
amazon0505,3,256,2,21.5039
amazon0505,6,256,1,25.2948
amazon0505,6,256,2,47.2455
