data,layers,hidden,heads,time
dd,3,64,1,4.8635
dd,3,64,2,6.2166
dd,3,128,1,5.9421
dd,3,128,2,8.4009
dd,6,64,1,6.9959
dd,6,64,2,9.9954
dd,6,128,1,9.7083
dd,6,128,2,15.5041
dd,3,256,1,8.1399
dd,3,256,2,12.906
dd,6,256,1,15.2389
dd,6,256,2,26.9458
