data,layers,hidden,heads,time
FacebookPagePage,3,64,1,1.9613
FacebookPagePage,3,64,2,2.4639
FacebookPagePage,3,128,1,1.9829
FacebookPagePage,3,128,2,2.4125
FacebookPagePage,6,64,1,3.5691
FacebookPagePage,6,64,2,3.8961
FacebookPagePage,6,128,1,3.5251
FacebookPagePage,6,128,2,4.0218
FacebookPagePage,3,256,1,1.7774
FacebookPagePage,3,256,2,2.3932
FacebookPagePage,6,256,1,3.6567
FacebookPagePage,6,256,2,4.2188
