data,layers,hidden,heads,time
amazon0505,3,64,1,8.9789
amazon0505,3,64,2,11.3445
amazon0505,3,64,4,14.7004
amazon0505,3,128,1,11.3579
amazon0505,3,128,2,14.7636
amazon0505,3,128,4,20.4417
amazon0505,6,64,1,14.802
amazon0505,6,64,2,17.1198
amazon0505,6,64,4,20.4258
amazon0505,6,128,1,20.4966
amazon0505,6,128,2,23.8888
amazon0505,6,128,4,29.756
