data,layers,hidden,heads,time
amazon0505,3,64,1,9.8578
amazon0505,3,64,2,17.7239
amazon0505,3,64,4,21.6445
amazon0505,3,128,1,12.7111
amazon0505,3,128,2,22.1818
amazon0505,3,128,4,28.9478
amazon0505,6,64,1,15.6359
amazon0505,6,64,2,23.6198
amazon0505,6,64,4,27.4397
amazon0505,6,128,1,23.0982
amazon0505,6,128,2,32.5569
amazon0505,6,128,4,39.3849
