data,layers,hidden,heads,time
comamazon,3,64,1,7.6273
comamazon,3,64,2,13.3395
comamazon,3,64,4,15.6354
comamazon,3,128,1,9.4419
comamazon,3,128,2,16.2327
comamazon,3,128,4,20.343
comamazon,6,64,1,11.7032
comamazon,6,64,2,17.3089
comamazon,6,64,4,19.6587
comamazon,6,128,1,16.6357
comamazon,6,128,2,23.1896
comamazon,6,128,4,27.349
