data,layers,hidden,heads,time
com-DBLP,3,64,1,6.4889
com-DBLP,3,64,2,12.3393
com-DBLP,3,64,4,14.8607
com-DBLP,3,128,1,8.2627
com-DBLP,3,128,2,15.1134
com-DBLP,3,128,4,19.4793
com-DBLP,6,64,1,10.1915
com-DBLP,6,64,2,16.1139
com-DBLP,6,64,4,18.7561
com-DBLP,6,128,1,15.0217
com-DBLP,6,128,2,21.8155
com-DBLP,6,128,4,26.1914
