H100 : 
GitHub,0.4,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.4,0.2,0.3,0.2,0.3,0.2,0.4,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.4,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.3,0.2,
blog,0.5,0.5,0.3,0.7,0.3,0.5,0.4,0.5,0.3,0.5,0.3,0.4,0.3,0.5,0.3,0.6,0.3,0.4,0.3,0.5,0.3,0.5,0.3,0.4,0.3,0.5,0.3,0.5,0.3,0.4,0.3,0.5,0.3,0.5,0.3,0.4,0.3,0.5,0.3,0.5,0.3,0.4,0.3,0.5,0.3,0.5,0.3,0.5,0.3,0.5,0.3,0.5,0.3,0.4,0.3,0.5,0.3,0.5,0.3,0.4,0.3,0.5,0.3,0.5,0.3,0.4,
ogbn-arxiv,0.4,0.4,0.6,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,
