data,layers,hidden,heads,time
ell,3,64,1,3.2456
ell,3,64,2,4.1916
ell,3,128,1,3.9236
ell,3,128,2,5.528
ell,6,64,1,4.8364
ell,6,64,2,6.7804
ell,6,128,1,6.5137
ell,6,128,2,10.1784
ell,3,256,1,5.2564
ell,3,256,2,8.2897
ell,6,256,1,9.8965
ell,6,256,2,17.2116
