data,layers,hidden,heads,time
comamazon,3,64,1,8.7187
comamazon,3,64,2,28.9218
comamazon,3,64,4,32.179
comamazon,3,128,1,11.6989
comamazon,3,128,2,33.2
comamazon,3,128,4,39.6803
comamazon,6,64,1,13.9716
comamazon,6,64,2,34.2505
comamazon,6,64,4,37.5494
comamazon,6,128,1,21.9458
comamazon,6,128,2,43.4492
comamazon,6,128,4,50.0704
